reference_code,url,price,currency,life_span,material_label,size_label,collection
CRWSTA0050,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-am%C3%A9ricaine%E8%85%95%E9%8C%B6-CRWSTA0050.html,144000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWGTA0056,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-louis-cartier%E8%85%95%E9%8C%B6-CRWGTA0056.html,317000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWGTA0058,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-louis-cartier%E8%85%95%E9%8C%B6-CRWGTA0058.html,405000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWGTA0059,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-louis-cartier%E8%85%95%E9%8C%B6-CRWGTA0059.html,405000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWSTA0054,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-must%E8%85%95%E9%8C%B6-CRWSTA0054.html,90000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWSTA0055,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-must%E8%85%95%E9%8C%B6-CRWSTA0055.html,90000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWSTA0056,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/tank-must%E8%85%95%E9%8C%B6-CRWSTA0056.html,90000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRW6920009,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRW6920009.html,745000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRW6920037,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRW6920037.html,488000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRW6920042,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRW6920042.html,209000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRW6920074,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRW6920074.html,745000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRW6920089,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRW6920089.html,450000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWE902045,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWE902045.html,2220000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWGBB0041,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWGBB0041.html,484000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWGBB0044,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWGBB0044.html,985000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWSBB0003,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWSBB0003.html,196000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWSBB0038,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWSBB0038.html,189000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWSBB0042,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWSBB0042.html,196000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWSBB0063,https://www.tw.cartier.com/zh-tw/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWSBB0063.html,180000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRWHRO0049,https://www.tw.cartier.com/zh-tw/montre-rotonde-de-cartier6-update--CRWHRO0049.html,1550000.0,TWD,Q4 June 2022,Other,Medium,Other
CRW3108555,https://www.tw.cartier.com/zh-tw/pasha-42%E6%AF%AB%E7%B1%B3%E8%85%95%E9%8C%B6-CRW3108555.html,342000.0,TWD,Q4 June 2022,Other,Medium,Pasha
CRW2PA0014,https://www.tw.cartier.com/zh-tw/pasha-de-cartier%E8%85%95%E9%8C%B6-CRW2PA0014.html,339000.0,TWD,Q4 June 2022,Other,Medium,Pasha
CRWSPA0014,https://www.tw.cartier.com/zh-tw/pasha-de-cartier%E8%85%95%E9%8C%B6-CRWSPA0014.html,208000.0,TWD,Q4 June 2022,Other,Medium,Pasha
CRWSPA0029,https://www.tw.cartier.com/zh-tw/pasha-de-cartier%E8%85%95%E9%8C%B6-CRWSPA0029.html,292000.0,TWD,Q4 June 2022,Other,Medium,Pasha
CRWSPA0033,https://www.tw.cartier.com/zh-tw/pasha-de-cartier%E8%85%95%E9%8C%B6-CRWSPA0033.html,211000.0,TWD,Q4 June 2022,Other,Medium,Pasha
CRWHRO0013,https://www.tw.cartier.com/zh-tw/rotonde-de-cartier%E3%80%8C%E5%9C%B0%E7%90%83%E8%88%87%E6%9C%88%E4%BA%AE%E3%80%8D%E8%85%95%E9%8C%B6-CRWHRO0013.html,7400000.0,TWD,Q4 June 2022,Other,Medium,Other
CRWHRO0047,https://www.tw.cartier.com/zh-tw/rotonde-de-cartier%E8%85%95%E9%8C%B6-CRWHRO0047.html,1550000.0,TWD,Q4 June 2022,Other,Medium,Other
CRWHRO0050,https://www.tw.cartier.com/zh-tw/rotonde-de-cartier%E8%85%95%E9%8C%B6-CRWHRO0050.html,1620000.0,TWD,Q4 June 2022,Other,Medium,Other
CRWHRO0051,https://www.tw.cartier.com/zh-tw/rotonde-de-cartier%E8%85%95%E9%8C%B6-CRWHRO0051.html,1900000.0,TWD,Q4 June 2022,Other,Medium,Other
CRWHRO0052,https://www.tw.cartier.com/zh-tw/rotonde-de-cartier%E8%85%95%E9%8C%B6-CRWHRO0052.html,1900000.0,TWD,Q4 June 2022,Other,Medium,Other
CRWHRO0048,https://www.tw.cartier.com/zh-tw/rotonde-de-cartier-watch-CRWHRO0048.html,1620000.0,TWD,Q4 June 2022,Other,Medium,Other
CRWSSA0006,https://www.tw.cartier.com/zh-tw/santos-100-carbon-watch-CRWSSA0006.html,246000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWGSA0037,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWGSA0037.html,560000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWGSA0042,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWGSA0042.html,1050000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWGSA0044,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWGSA0044.html,560000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWHSA0021,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWHSA0021.html,860000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWHSA0023,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWHSA0023.html,860000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWHSA0024,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWHSA0024.html,995000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWSSA0052,https://www.tw.cartier.com/zh-tw/santos-de-cartier%E8%85%95%E9%8C%B6-CRWSSA0052.html,277000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRW2020033,https://www.tw.cartier.com/zh-tw/santos-dumont%E9%8F%A4%E7%A9%BA%E8%85%95%E9%8C%B6-CRW2020033.html,1660000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRW2020052,https://www.tw.cartier.com/zh-tw/santos-dumont%E9%8F%A4%E7%A9%BA%E8%85%95%E9%8C%B6-CRW2020052.html,1490000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRW2020057,https://www.tw.cartier.com/zh-tw/santos-dumont%E9%8F%A4%E7%A9%BA%E8%85%95%E9%8C%B6-CRW2020057.html,1550000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWSTA0057,https://www.tw.cartier.com/zh-tw/tank-am%C3%A9ricaine%E8%85%95%E9%8C%B6-CRWSTA0057.html,177000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRWGTA0062,https://www.tw.cartier.com/zh-tw/tank-louis-cartier%E8%85%95%E9%8C%B6-CRWGTA0062.html,397000.0,TWD,Q4 June 2022,Other,Medium,Tank
CRW5310040,https://www.tw.cartier.com/zh-tw/tank-mc%E9%8F%A4%E7%A9%BA%E8%85%95%E9%8C%B6-CRW5310040.html,1670000.0,TWD,Q4 June 2022,Other,Medium,Tank
W2SA0019,https://www.cartier.cn/creation/W2SA0019,43300.0,CNY,Q4 March 2022,Other,Medium,Other
W2SA0020,https://www.cartier.cn/creation/W2SA0020,39900.0,CNY,Q4 March 2022,Other,Medium,Other
W4BB0027,https://www.cartier.cn/creation/W4BB0027,83800.0,CNY,Q4 March 2022,Other,Medium,Other
W5200027,https://www.cartier.cn/creation/W5200027,27300.0,CNY,Q4 March 2022,Other,Medium,Other
WGBA0015,https://www.cartier.cn/creation/WGBA0015,85000.0,CNY,Q4 March 2022,Other,Medium,Other
WGBB0037,https://www.cartier.cn/creation/WGBB0037,92500.0,CNY,Q4 March 2022,Other,Medium,Other
WGBB0038,https://www.cartier.cn/creation/WGBB0038,106000.0,CNY,Q4 March 2022,Other,Medium,Other
WGBB0040,https://www.cartier.cn/creation/WGBB0040,106000.0,CNY,Q4 March 2022,Other,Medium,Other
WGSA0037,https://www.cartier.cn/creation/WGSA0037,139000.0,CNY,Q4 March 2022,Other,Medium,Other
WGSA0038,https://www.cartier.cn/creation/WGSA0038,120000.0,CNY,Q4 March 2022,Other,Medium,Other
WGSA0042,https://www.cartier.cn/creation/WGSA0042,263000.0,CNY,Q4 March 2022,Other,Medium,Other
WGSA0043,https://www.cartier.cn/creation/WGSA0043,236000.0,CNY,Q4 March 2022,Other,Medium,Other
WGTA0054,https://www.cartier.cn/creation/WGTA0054,70500.0,CNY,Q4 March 2022,Other,Medium,Other
WGTA0056,https://www.cartier.cn/creation/WGTA0056,79000.0,CNY,Q4 March 2022,Other,Medium,Other
WGTA0062,https://www.cartier.cn/creation/WGTA0062,99000.0,CNY,Q4 March 2022,Other,Medium,Other
WHSA0021,https://www.cartier.cn/creation/WHSA0021,213800.0,CNY,Q4 March 2022,Other,Medium,Other
WJBA0023,https://www.cartier.cn/creation/WJBA0023,208000.0,CNY,Q4 March 2022,Other,Medium,Other
WJBB0055,https://www.cartier.cn/creation/WJBB0055,147000.0,CNY,Q4 March 2022,Other,Medium,Other
WJBB0060,https://www.cartier.cn/creation/WJBB0060,177000.0,CNY,Q4 March 2022,Other,Medium,Other
WJBB0061,https://www.cartier.cn/creation/WJBB0061,230000.0,CNY,Q4 March 2022,Other,Medium,Other
WJTA0034,https://www.cartier.cn/creation/WJTA0034,135000.0,CNY,Q4 March 2022,Other,Medium,Other
WJTA0036,https://www.cartier.cn/creation/WJTA0036,167000.0,CNY,Q4 March 2022,Other,Medium,Other
WJTO0007,https://www.cartier.cn/creation/WJTO0007,279000.0,CNY,Q4 March 2022,Other,Medium,Other
WSBB0036,https://www.cartier.cn/creation/WSBB0036,43000.0,CNY,Q4 March 2022,Other,Medium,Other
WSBB0037,https://www.cartier.cn/creation/WSBB0037,40600.0,CNY,Q4 March 2022,Other,Medium,Other
WSBB0038,https://www.cartier.cn/creation/WSBB0038,46700.0,CNY,Q4 March 2022,Other,Medium,Other
WSBB0041,https://www.cartier.cn/creation/WSBB0041,42500.0,CNY,Q4 March 2022,Other,Medium,Other
WSBB0042,https://www.cartier.cn/creation/WSBB0042,48500.0,CNY,Q4 March 2022,Other,Medium,Other
WSTA0049,https://www.cartier.cn/creation/WSTA0049,32200.0,CNY,Q4 March 2022,Other,Medium,Other
WSTA0050,https://www.cartier.cn/creation/WSTA0050,40800.0,CNY,Q4 March 2022,Other,Medium,Other
WSTA0057,https://www.cartier.cn/creation/WSTA0057,46200.0,CNY,Q4 March 2022,Other,Medium,Other
B6052700,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6052700.html,3250.0,AED,Q4 March 2022,Other,Medium,Other
B6052900,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6052900.html,3250.0,AED,Q4 March 2022,Other,Medium,Other
B6053000,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6053000.html,3250.0,AED,Q4 March 2022,Other,Medium,Other
N6706917,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-brown-diamonds-and-6-diamonds-CRN6706917.html,118000.0,AED,Q4 March 2022,Other,Medium,Other
N6706918,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-brown-diamonds-and-6-diamonds-CRN6706918.html,118000.0,AED,Q4 March 2022,Other,Medium,Other
HP601141,https://www.cartier.com/en-ae/jewellery/bracelets/panth%C3%A8re-de-cartier-high-jewelry-bracelet-CRHP601141.html,2000000.0,AED,Q4 March 2022,Other,Medium,Other
B7224788,https://www.cartier.com/en-ae/jewellery/necklaces/les-berlingots-de-cartier-necklace-medium-model-CRB7224788.html,22000.0,AED,Q4 March 2022,Other,Medium,Other
B7224797,https://www.cartier.com/en-ae/jewellery/necklaces/les-berlingots-de-cartier-necklace-medium-model-CRB7224797.html,13400.0,AED,Q4 March 2022,Other,Medium,Other
B7221900,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRB7221900.html,34500.0,AED,Q4 March 2022,Other,Medium,Other
B7224600,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRB7224600.html,38800.0,AED,Q4 March 2022,Other,Medium,Other
B4218800,https://www.cartier.com/en-ae/jewellery/rings/trinity-ring-small-model-CRB4218800.html,3700.0,AED,Q4 March 2022,Other,Small,Other
B6052800,https://www.cartier.com/en-ae/love-bracelet-CRB6052800.html,3250.0,AED,Q4 March 2022,Other,Medium,Other
WGPN0011,https://www.cartier.com/en-ae/panth%C3%A8re-de-cartier-watch-CRWGPN0011.html,120000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00940,https://www.cartier.com/en-ae/rotonde-de-cartier-astrotourbillon-skeleton-watch-CRHPI00940.html,1770000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00941,https://www.cartier.com/en-ae/rotonde-de-cartier-astrotourbillon-skeleton-watch-CRHPI00941.html,5450000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00639,https://www.cartier.com/en-ae/rotonde-de-cartier-earth-and-moon-watch-CRHPI00639.html,2350000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00942,https://www.cartier.com/en-ae/rotonde-de-cartier-flying-tourbillon-reversed-dial-watch-CRHPI00942.html,5350000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00939,https://www.cartier.com/en-ae/rotonde-de-cartier-grande-complication-skeleton-watch-CRHPI00939.html,3020000.0,AED,Q4 March 2022,Other,Medium,Other
W1556251,https://www.cartier.com/en-ae/rotonde-de-cartier-grande-complication-skeleton-watch-CRW1556251.html,2600000.0,AED,Q4 March 2022,Other,Medium,Other
HPI01102,https://www.cartier.com/en-ae/rotonde-de-cartier-minute-repeater-mysterious-double-tourbillon-watch-CRHPI01102.html,2440000.0,AED,Q4 March 2022,Other,Medium,Other
HPI01103,https://www.cartier.com/en-ae/rotonde-de-cartier-minute-repeater-mysterious-double-tourbillon-watch-CRHPI01103.html,2980000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00889,https://www.cartier.com/en-ae/rotonde-de-cartier-mysterious-hour-watch-CRHPI00889.html,1660000.0,AED,Q4 March 2022,Other,Medium,Other
HPI00890,https://www.cartier.com/en-ae/rotonde-de-cartier-mysterious-hour-watch-CRHPI00890.html,5100000.0,AED,Q4 March 2022,Other,Medium,Other
WHRO0064,https://www.cartier.com/en-ae/rotonde-de-cartier-watch-CRWHRO0064.html,1950000.0,AED,Q4 March 2022,Other,Medium,Other
B6046200,https://www.cartier.com/en-ae/trinity-bracelet-CRB6046200.html,2220.0,AED,Q4 March 2022,Other,Medium,Other
W20072X7,https://www.cartier.com/en-ae/watches/all-collections/santos-100-watch-CRW20072X7.html,40000.0,AED,Q4 March 2022,Other,Medium,Santos
W20073X8,https://www.cartier.com/en-ae/watches/all-collections/santos-100-watch-CRW20073X8.html,29100.0,AED,Q4 March 2022,Other,Medium,Santos
W20106X8,https://www.cartier.com/en-ae/watches/all-collections/santos-100-watch-CRW20106X8.html,26100.0,AED,Q4 March 2022,Other,Medium,Santos
W20107X7,https://www.cartier.com/en-ae/watches/all-collections/santos-100-watch-CRW20107X7.html,35300.0,AED,Q4 March 2022,Other,Medium,Santos
W20126X8,https://www.cartier.com/en-ae/watches/all-collections/santos-100-watch-CRW20126X8.html,26100.0,AED,Q4 March 2022,Other,Medium,Santos
W20012C4,https://www.cartier.com/en-ae/watches/all-collections/santos-de-cartier-galb%C3%A9e-watch-CRW20012C4.html,27900.0,AED,Q4 March 2022,Other,Medium,Santos
W20056D6,https://www.cartier.com/en-ae/watches/all-collections/santos-de-cartier-galb%C3%A9e-watch-CRW20056D6.html,19200.0,AED,Q4 March 2022,Other,Medium,Santos
WE902071,https://www.cartier.com/en-ae/watches/ballon-blanc-de-cartier-watch-CRWE902071.html,178000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
HPI00682,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-flying-tourbillon-watch-CRHPI00682.html,1210000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
HPI00683,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-flying-tourbillon-watch-CRHPI00683.html,3330000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W3BB0018,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW3BB0018.html,41500.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W4BB0008,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW4BB0008.html,22700.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W69001Z2,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW69001Z2.html,80500.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6900551,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6900551.html,62000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W69007Z3,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW69007Z3.html,28600.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W69018Z4,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW69018Z4.html,16700.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920025,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920025.html,41300.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920033,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920033.html,35300.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920034,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920034.html,29400.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920052,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920052.html,40300.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920063,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920063.html,60000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920070,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920070.html,34200.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W6920098,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRW6920098.html,34200.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE900251,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE900251.html,87000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE9002Z3,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE9002Z3.html,126000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE900651,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE900651.html,135000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE9006Z3,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE9006Z3.html,195000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE900951,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE900951.html,178000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902025,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902025.html,86500.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902031,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902031.html,41500.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902035,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902035.html,157000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902037,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902037.html,115000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902042,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902042.html,221000.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902044,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902044.html,39900.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902050,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902050.html,41800.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902053,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902053.html,46300.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
WE902061,https://www.cartier.com/en-ae/watches/ballon-bleu-de-cartier-watch-CRWE902061.html,39900.0,AED,Q4 March 2022,Other,Medium,Ballon Bleu
W2CL0002,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRW2CL0002.html,35200.0,AED,Q4 March 2022,Other,Medium,Other
W2CL0003,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRW2CL0003.html,30200.0,AED,Q4 March 2022,Other,Medium,Other
W2CL0004,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRW2CL0004.html,28600.0,AED,Q4 March 2022,Other,Medium,Other
WGCL0002,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWGCL0002.html,118000.0,AED,Q4 March 2022,Other,Medium,Other
WGCL0004,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWGCL0004.html,60000.0,AED,Q4 March 2022,Other,Medium,Other
WGCL0006,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWGCL0006.html,136000.0,AED,Q4 March 2022,Other,Medium,Other
WGCL0019,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWGCL0019.html,60000.0,AED,Q4 March 2022,Other,Medium,Other
WJCL0006,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWJCL0006.html,134000.0,AED,Q4 March 2022,Other,Medium,Other
WJCL0015,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWJCL0015.html,77000.0,AED,Q4 March 2022,Other,Medium,Other
WJCL0017,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWJCL0017.html,178000.0,AED,Q4 March 2022,Other,Medium,Other
WJCL0018,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWJCL0018.html,223000.0,AED,Q4 March 2022,Other,Medium,Other
WJCL0019,https://www.cartier.com/en-ae/watches/cl%C3%A9-de-cartier-watch-CRWJCL0019.html,291000.0,AED,Q4 March 2022,Other,Medium,Other
